gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,Yes,45,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),65.3,2938.5,no
Male,1,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.5,1510.0,yes
Female,1,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),65.3,1306.0,no
Female,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),75.5,1132.5,no
Male,1,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,1455.75,yes
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.9,2147.6,no
Male,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.5,4503.0,no
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),85.7,1285.5,yes
Female,1,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.5,2148.0,yes
Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),75.5,755.0,no
Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.35,904.2,yes
Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,65.5,2927.5,no
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.6,2294.4,yes
Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.85,2156.4,no
Male,1,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.95,4317.6,no
Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.5,4712.5,no
Male,1,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.6,5584.4,no
Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.75,1077.0,yes
Female,1,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.6,1075.2,yes
Male,1,No,Yes,48,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),74.95,3597.6,no
Female,1,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.5,2045.5,yes
Male,1,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.65,4160.75,yes
Male,1,Yes,Yes,12,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.85,790.2,yes
Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.75,1593.0,yes
Male,1,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.35,593.8,yes
Female,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),95.4,2290.8,no
Female,1,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.35,1808.4,no
Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.3,2047.2,yes
Female,1,Yes,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,906.0,yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),74.3,1783.2,no
Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.75,4308.6,no
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,2154.0,no
Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),89.65,2103.6,yes
Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,1221.7,yes
Female,0,No,Yes,24,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,1446.0,no
Male,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,84.5,2016.0,no
Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),99.85,4172.5,no
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1434.0,yes
Female,1,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),75.6,907.2,no
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),95.5,2283.6,no
Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.35,844.2,yes
Male,1,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.3,939.6,no
Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.5,1578.0,yes
Male,1,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.2,4673.15,no
Female,1,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),78.9,1893.6,no
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),85.0,2040.0,No
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.3,4585.6,no
Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.75,789.0,no
Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),79.35,3570.75,no
Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.85,1896.15,no
Male,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99.85,1198.2,no
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),75.3,903.6,no
Male,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1566.0,no
Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,95.75,4318.0,no
Female,1,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85.5,1026.0,No
Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.5,1812.0,yes
Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.45,905.4,no
Female,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),70.95,851.4,yes
Female,1,Yes,Yes,42,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),89.65,3765.3,no
Male,1,No,Yes,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),85.65,1284.75,no
Male,1,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1198.2,yes
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.5,2052.0,yes
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),75.95,1822.8,no
Female,1,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.5,1812.0,no
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.7,4023.1,no
Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.65,4108.8,no
Female,1,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.5,906.0,no
Male,1,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,55.85,670.2,yes
Male,1,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.85,1837.55,yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),75.6,1814.4,no
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),89.25,1071.0,no
Female,1,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),89.1,1070.2,no
Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6132.3,yes
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),75.3,903.6,no
Male,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),79.95,3837.6,no
Female,1,No,No,24,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.95,1414.8,yes
Male,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),84.5,2038.0,no
Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.6,1147.2,no
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),95.6,2294.4,no
Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.5,1026.0,yes
Male,1,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.35,1808.4,yes
Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),89.35,1340.25,no
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),75.5,1812.0,no
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.5,2052.0,no
Female,1,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),72.3,864.6,no
Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.4,4428.0,no
Male,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.75,765.0,yes
Male,1,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),75.35,904.2,yes
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.75,2298.0,yes
Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.5,477.5,no
Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.3,1143.6,yes
Female,1,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),85.0,1020.0,yes
Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.3,4419.6,no
Female,1,No,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),75.35,1125.25,no
Male,1,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),76.95,923.4,no
Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.7,2345.4,no
Male,1,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.5,1132.5,no
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),85.5,2047.5,no
Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.9,850.8,no
Female,1,Yes,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.35,664.2,yes
Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),89.6,2145.6,yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.95,2054.8,no
